latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.0892,-122.98243,349.4,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,307.46,164.12,D,0
40.12176,-122.658,356.64,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,284.39,22.75,D,0
40.12132,-122.66428,352.23,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,291.02,19.57,D,0
40.12561,-122.7372,344.66,0.54,0.5,2020-08-19,2143,N,VIIRS,n,2,284.82,14.81,D,0
40.13034,-122.73709,352.96,0.54,0.5,2020-08-19,2143,N,VIIRS,n,2,294.81,14.81,D,0
40.10631,-123.06558,350.55,0.51,0.5,2020-08-19,2143,N,VIIRS,n,2,300.98,10.24,D,0
40.112,-123.05157,367,0.52,0.5,2020-08-19,2143,N,VIIRS,h,2,306.5,64.44,D,0
40.11145,-123.05881,367,0.52,0.5,2020-08-19,2143,N,VIIRS,h,2,332.57,111.69,D,0
40.11091,-123.06615,367,0.51,0.5,2020-08-19,2143,N,VIIRS,h,2,344.08,111.69,D,0
40.135,-122.73814,354.56,0.54,0.5,2020-08-19,2143,N,VIIRS,n,2,298.14,81.97,D,0
40.13446,-122.74566,356.33,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,293.28,95.45,D,0
40.13386,-122.75397,338.12,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,279.3,95.45,D,0
40.13966,-122.73904,367,0.54,0.5,2020-08-19,2143,N,VIIRS,h,2,308.98,81.97,D,0
40.11554,-123.06622,367,0.51,0.5,2020-08-19,2143,N,VIIRS,h,2,318.18,111.69,D,0
40.1385,-122.7551,356.34,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,286.33,95.45,D,0
40.13788,-122.76363,333.71,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,272.77,9.28,D,0
40.11708,-123.04578,341.67,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,294.7,64.44,D,0
40.11658,-123.05232,350.66,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,316.47,64.44,D,0
40.11605,-123.05941,349.22,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,316.18,111.69,D,0
40.13911,-122.7466,367,0.53,0.5,2020-08-19,2143,N,VIIRS,l,2,347.98,95.45,D,0
40.11506,-123.07267,367,0.51,0.5,2020-08-19,2143,N,VIIRS,l,2,331.69,129.05,D,0
40.11458,-123.07899,305.26,0.51,0.5,2020-08-19,2143,N,VIIRS,l,2,312.13,129.05,D,0
40.27055,-120.76595,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,302.41,16.26,D,0
40.14672,-122.70679,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,297.79,47.77,D,0
40.14622,-122.71376,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,305.24,47.77,D,0
40.14524,-122.72727,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,308.67,40.41,D,0
40.14479,-122.7335,367,0.54,0.5,2020-08-19,2143,N,VIIRS,h,2,305.65,198.45,D,0
40.27024,-120.77142,348.04,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,302.18,12.77,D,0
40.14767,-122.69368,351.74,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,269.55,37.57,D,0
40.14323,-122.75496,353.12,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,284.41,65.92,D,0
40.14262,-122.76341,331.39,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,274.12,9.34,D,0
40.12117,-123.05309,341.77,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,297.53,39.18,D,0
40.1202,-123.06598,348.3,0.51,0.5,2020-08-19,2143,N,VIIRS,n,2,316.84,123.47,D,0
40.11975,-123.07189,352.67,0.51,0.5,2020-08-19,2143,N,VIIRS,n,2,314.12,26.42,D,0
40.11928,-123.07814,353.25,0.51,0.5,2020-08-19,2143,N,VIIRS,n,2,303.72,26.42,D,0
40.1472,-122.7002,356.16,0.54,0.51,2020-08-19,2143,N,VIIRS,l,2,289.09,37.57,D,0
40.14382,-122.74682,208,0.53,0.5,2020-08-19,2143,N,VIIRS,l,2,297.25,65.92,D,0
40.12067,-123.05979,367,0.52,0.5,2020-08-19,2143,N,VIIRS,l,2,325.95,123.47,D,0
40.27702,-120.74376,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,303.22,9.54,D,0
40.27541,-120.77283,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,297.69,12.77,D,0
40.15095,-122.71381,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,309.92,47.77,D,0
40.15045,-122.72063,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,310.42,40.41,D,0
40.14995,-122.72755,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,314.46,40.41,D,0
40.14848,-122.74763,367,0.53,0.5,2020-08-19,2143,N,VIIRS,h,2,291.71,65.92,D,0
40.27681,-120.7476,338.76,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,303,7.95,D,0
40.27571,-120.76735,336.7,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,300.72,16.26,D,0
40.15192,-122.70036,353.51,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,296.25,37.57,D,0
40.14795,-122.75507,341.17,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,285.68,65.92,D,0
40.12576,-123.05378,337.01,0.52,0.5,2020-08-19,2143,N,VIIRS,n,2,298.63,39.18,D,0
40.12394,-123.07793,331.77,0.51,0.5,2020-08-19,2143,N,VIIRS,n,2,297.81,26.42,D,0
40.15239,-122.69389,356.88,0.54,0.51,2020-08-19,2143,N,VIIRS,l,2,271.81,37.57,D,0
40.14946,-122.73428,356.35,0.54,0.5,2020-08-19,2143,N,VIIRS,l,2,316.44,198.45,D,0
40.28089,-120.7687,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,303.3,18.5,D,0
40.15466,-122.72779,367,0.54,0.51,2020-08-19,2143,N,VIIRS,h,2,344.77,287.29,D,0
40.15413,-122.73512,367,0.54,0.5,2020-08-19,2143,N,VIIRS,h,2,360.93,137.76,D,0
40.28058,-120.77419,346.04,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,305.2,17.74,D,0
40.15664,-122.70059,353.77,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,292.16,54.69,D,0
40.15362,-122.74203,346.11,0.54,0.5,2020-08-19,2143,N,VIIRS,n,2,298.05,137.76,D,0
40.15314,-122.74863,344.27,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,292.1,17.59,D,0
40.15711,-122.69416,356.32,0.54,0.51,2020-08-19,2143,N,VIIRS,l,2,273.24,54.69,D,0
40.15518,-122.72069,367,0.54,0.51,2020-08-19,2143,N,VIIRS,l,2,335.14,287.29,D,0
40.28706,-120.75228,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,312.06,17.59,D,0
40.28576,-120.77538,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,302.4,17.74,D,0
40.28725,-120.74865,343.76,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,301.41,17.59,D,0
40.28683,-120.75624,334.6,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,299.62,11.19,D,0
40.28605,-120.77008,332.55,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.28,18.5,D,0
40.16135,-122.70095,356.69,0.54,0.51,2020-08-19,2143,N,VIIRS,n,2,288.89,54.69,D,0
40.15832,-122.74236,349.58,0.54,0.5,2020-08-19,2143,N,VIIRS,n,2,297.86,137.76,D,0
40.15937,-122.728,367,0.54,0.51,2020-08-19,2143,N,VIIRS,l,2,331.55,287.29,D,0
40.15884,-122.73526,367,0.54,0.5,2020-08-19,2143,N,VIIRS,l,2,325.83,137.76,D,0
40.29347,-120.73151,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,310.68,10.59,D,0
40.29121,-120.77161,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,301.41,18.31,D,0
40.29094,-120.77644,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,297.13,10.4,D,0
40.29368,-120.72778,332.93,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,296.55,10.59,D,0
40.29326,-120.73531,339.08,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,298.79,12.81,D,0
40.29224,-120.75335,352.37,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,299.65,8.53,D,0
40.29887,-120.72897,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,299.49,10.59,D,0
40.29638,-120.77295,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,300.35,18.31,D,0
40.29866,-120.73268,337.49,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,298.98,10.59,D,0
40.29613,-120.77732,348.98,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,295.31,10.4,D,0
40.30446,-120.72309,348.76,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.63,10.01,D,0
40.30993,-120.71945,356.61,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,296.81,12.76,D,0
40.31293,-120.75885,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,300.66,30.93,D,0
40.31584,-120.70805,346.15,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,294.23,77.03,D,0
40.3152,-120.71914,348.8,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,298.53,41.76,D,0
40.31271,-120.76273,346.27,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,318.16,28.42,D,0
40.31248,-120.76662,351.07,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,296.75,28.42,D,0
40.31563,-120.71169,367,0.34,0.56,2020-08-19,2143,N,VIIRS,l,2,336.86,77.03,D,0
40.31542,-120.71535,208,0.34,0.56,2020-08-19,2143,N,VIIRS,l,2,313.69,41.76,D,0
40.32091,-120.71141,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,301.01,77.03,D,0
40.31814,-120.75951,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,307.41,30.93,D,0
40.32154,-120.70039,337.55,0.35,0.56,2020-08-19,2143,N,VIIRS,n,2,293.23,5.1,D,0
40.32134,-120.70388,332.91,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,292.72,5.1,D,0
40.32071,-120.71496,336.84,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.39,41.76,D,0
40.31979,-120.731,342.72,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.7,4.44,D,0
40.31955,-120.73514,338.65,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,296.96,4.44,D,0
40.31931,-120.7393,334.01,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,295.92,5.05,D,0
40.31858,-120.7518,334.22,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.46,7.35,D,0
40.31836,-120.75575,351.83,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,299.19,30.93,D,0
40.31793,-120.76326,350.34,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,300.39,28.42,D,0
40.32711,-120.69521,367,0.35,0.56,2020-08-19,2143,N,VIIRS,h,2,294.41,44.73,D,0
40.32604,-120.71377,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,302.13,10.23,D,0
40.3251,-120.73016,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,298.27,81.71,D,0
40.32363,-120.75545,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,303.11,13.32,D,0
40.32341,-120.75923,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,296.28,13.32,D,0
40.32668,-120.70262,343.98,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,305.3,136.3,D,0
40.32626,-120.71,332.46,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,295.45,15.91,D,0
40.32582,-120.71754,340.74,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,297.31,10.23,D,0
40.32535,-120.72574,356.45,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,299.09,33.37,D,0
40.33245,-120.69396,367,0.35,0.56,2020-08-19,2143,N,VIIRS,h,2,295.87,44.73,D,0
40.33159,-120.70892,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,297.06,15.91,D,0
40.33138,-120.71266,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,296.82,10.23,D,0
40.33115,-120.71653,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,295.64,10.23,D,0
40.33067,-120.72486,367,0.34,0.56,2020-08-19,2143,N,VIIRS,h,2,303.27,33.37,D,0
40.33092,-120.72055,342.51,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,294.99,33.37,D,0
40.3369,-120.70824,347.4,0.34,0.56,2020-08-19,2143,N,VIIRS,n,2,292.4,4.55,D,0
40.45691,-122.9319,351.88,0.53,0.5,2020-08-19,2143,N,VIIRS,n,2,302.91,7.59,D,0
41.14533,-123.43858,340.53,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,306.18,5.02,D,0
41.15024,-123.43452,367,0.51,0.49,2020-08-19,2143,N,VIIRS,h,2,340.78,165.86,D,0
41.14988,-123.43928,367,0.5,0.49,2020-08-19,2143,N,VIIRS,h,2,333.59,49.3,D,0
41.14952,-123.44405,348.68,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,305.11,49.3,D,0
41.14917,-123.44877,340.7,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,300.63,6.22,D,0
41.15514,-123.43055,343.81,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,301.89,165.86,D,0
41.15443,-123.43997,337.45,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,305.91,49.3,D,0
41.15409,-123.4444,342.83,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,303.43,49.3,D,0
41.15374,-123.44907,344.43,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,303.04,6.22,D,0
41.15208,-123.47105,344.89,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,302.82,14.76,D,0
41.15669,-123.47092,337.78,0.5,0.49,2020-08-19,2143,N,VIIRS,n,2,301.64,8.6,D,0
41.176,-123.39851,331.41,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,296.38,4.03,D,0
41.17546,-123.40556,331.61,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,298.09,4.03,D,0
41.18061,-123.39848,339.98,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,299.64,13.32,D,0
41.19796,-123.41273,367,0.51,0.49,2020-08-19,2143,N,VIIRS,h,2,305.6,22.8,D,0
41.20372,-123.39806,340.78,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,297.61,16.38,D,0
41.20306,-123.40649,346.27,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,298.06,16.38,D,0
41.20256,-123.41293,347.79,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,301.73,22.8,D,0
41.2021,-123.41888,345.93,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,297.97,22.8,D,0
41.21144,-123.41737,340.36,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,299.99,12.14,D,0
41.21091,-123.42411,339.51,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,299.46,5.59,D,0
41.21661,-123.41033,332.44,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,300.04,10.12,D,0
41.21615,-123.41624,341.93,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,301.31,10.12,D,0
41.21556,-123.42369,335.64,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,300.17,13.45,D,0
41.22136,-123.40869,351.51,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,301.1,10.12,D,0
41.22113,-123.40527,339.11,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,298.91,6.6,D,0
41.22071,-123.411,343.88,0.51,0.49,2020-08-19,2143,N,VIIRS,n,2,301.49,6.6,D,0
36.35524,-114.91394,309.06,0.8,0.78,2020-08-20,0821,N,VIIRS,n,2,294.1,4.05,N,2
39.80042,-122.63807,327.49,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,294.64,1.68,N,0
39.79975,-122.63366,330.3,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.05,3.25,N,0
39.79908,-122.62922,336.41,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.66,3.25,N,0
39.79841,-122.62482,350.62,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,301.39,7.31,N,0
39.79774,-122.62036,355.94,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,301.73,7.31,N,0
39.79707,-122.61591,349.04,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.67,26.44,N,0
39.7964,-122.61146,334.47,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,298.77,26.44,N,0
39.79573,-122.60699,355.81,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,304,18.09,N,0
39.79506,-122.60254,337.38,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,304.79,18.09,N,0
39.80175,-122.64695,303.63,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.19,1.14,N,0
39.80109,-122.64251,305.18,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.52,1.68,N,0
39.79439,-122.59808,305.26,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,293.5,1.22,N,0
39.79845,-122.64774,329.06,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.78,29.71,N,0
39.79778,-122.64327,337.76,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,295.89,10.42,N,0
39.79711,-122.63885,329.04,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.56,10.42,N,0
39.79644,-122.63442,329.49,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.28,2.02,N,0
39.79578,-122.63002,322.18,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,298.5,2.02,N,0
39.7931,-122.61229,322.6,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.07,1.54,N,0
39.79243,-122.60781,336.99,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.99,10.77,N,0
39.79176,-122.60334,350.94,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,304.02,10.77,N,0
39.79109,-122.59891,354.99,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,308.6,19.21,N,0
39.79041,-122.59445,343.72,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.7,19.21,N,0
39.79912,-122.65219,312.48,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.18,29.71,N,0
39.7951,-122.6256,318.43,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.51,1.33,N,0
39.79444,-122.62117,314.29,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.37,1.33,N,0
39.79377,-122.61671,318.65,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.1,1.54,N,0
39.78975,-122.59001,317.09,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.7,1.07,N,0
39.78907,-122.58552,303.06,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.82,1.07,N,0
39.79582,-122.653,348.21,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,303.46,29.71,N,0
39.53405,-122.64658,326.49,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.58,3.26,N,0
39.53339,-122.64218,327.18,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.76,3.26,N,0
39.53272,-122.63778,330.92,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.97,10.06,N,0
39.53206,-122.63337,337.12,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.5,10.06,N,0
39.53139,-122.62898,350.94,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,301.18,8.9,N,0
39.53072,-122.62457,346.01,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.07,8.9,N,0
39.55754,-122.80273,298.34,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,288.18,6.09,N,0
39.53803,-122.67296,318.12,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.92,5.34,N,0
39.53736,-122.6685,316.68,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,289.95,5.34,N,0
39.54353,-122.73215,341.74,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.44,4.14,N,0
39.53811,-122.69611,324.23,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.68,2.98,N,0
39.53743,-122.69162,341.72,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,295.58,5.07,N,0
39.53675,-122.68713,341.77,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.47,5.07,N,0
39.53608,-122.68269,342.61,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.07,11.43,N,0
39.5354,-122.67823,367,0.39,0.36,2020-08-20,1001,N,VIIRS,h,2,300.68,11.43,N,0
39.53473,-122.67376,352.57,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.77,5.34,N,0
39.53406,-122.6693,343.34,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.12,5.34,N,0
39.53339,-122.66487,353.02,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,300.59,9.99,N,0
39.53273,-122.66047,345.52,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.78,9.99,N,0
39.53207,-122.65609,344.73,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.54,11.83,N,0
39.53141,-122.65172,338.6,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,298.55,11.83,N,0
39.53074,-122.64735,335.02,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.13,3.26,N,0
39.53008,-122.64296,336.67,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.32,3.26,N,0
39.52942,-122.63856,338.22,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.86,10.06,N,0
39.52876,-122.63416,350.74,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,309.24,10.06,N,0
39.52809,-122.62978,322.6,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,306.1,8.9,N,0
39.55557,-122.81247,308.94,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,289.97,46.66,N,0
39.55491,-122.80807,299.78,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,288.45,6.09,N,0
39.54555,-122.74563,298.2,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,286.95,0.24,N,0
39.54488,-122.74115,298.88,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,286.98,0.24,N,0
39.54421,-122.73667,305.51,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,287.8,4.14,N,0
39.54285,-122.72765,312.23,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.22,4.62,N,0
39.54217,-122.72313,318.72,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.53,4.62,N,0
39.5415,-122.71867,314.59,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.95,2.22,N,0
39.54083,-122.71421,310.52,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.33,2.22,N,0
39.54016,-122.70973,310.45,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.71,2.2,N,0
39.53947,-122.70518,311.62,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.7,2.2,N,0
39.53879,-122.70065,314.83,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291,2.98,N,0
39.52742,-122.62538,307.84,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,293.92,8.9,N,0
39.54291,-122.75083,331.39,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.39,13.52,N,0
39.54225,-122.74642,345.72,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,302.55,7.47,N,0
39.54022,-122.73293,321.44,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.08,0.98,N,0
39.53345,-122.68793,328.77,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.04,1.71,N,0
39.53278,-122.68347,338.56,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,293.85,6.27,N,0
39.5321,-122.67902,367,0.39,0.36,2020-08-20,1001,N,VIIRS,h,2,303.2,6.27,N,0
39.53143,-122.67455,327.9,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,294,3.09,N,0
39.53076,-122.67009,336.47,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,294.71,3.09,N,0
39.53009,-122.66566,345.68,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.89,5.02,N,0
39.52943,-122.66128,347.74,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299,5.02,N,0
39.52877,-122.65689,367,0.39,0.36,2020-08-20,1001,N,VIIRS,h,2,300.45,13.29,N,0
39.5281,-122.6525,367,0.39,0.36,2020-08-20,1001,N,VIIRS,h,2,312.4,13.29,N,0
39.52745,-122.64815,356.4,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,315.14,11.78,N,0
39.52679,-122.64378,343.39,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,298.62,11.78,N,0
39.52612,-122.6394,348.52,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,302.17,18.28,N,0
39.52546,-122.63499,349.68,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,324.34,18.28,N,0
39.54158,-122.74196,308.56,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,288.32,7.47,N,0
39.5409,-122.73743,304.32,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,290.23,0.98,N,0
39.79514,-122.64853,367,0.39,0.36,2020-08-20,1001,N,VIIRS,h,2,342.86,29.71,N,0
39.79448,-122.64407,345.89,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,324.04,10.42,N,0
39.79381,-122.63964,321.62,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.67,10.42,N,0
39.78913,-122.60863,329.5,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.61,10.77,N,0
39.78846,-122.60416,343.56,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,299.99,10.77,N,0
39.78779,-122.59972,349.89,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,306.54,19.21,N,0
39.78712,-122.59525,344.53,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,304.62,19.21,N,0
39.79648,-122.65746,308.74,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.74,1.51,N,0
39.79314,-122.63522,312,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,295.67,2.02,N,0
39.79247,-122.63079,318.72,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,297.74,2.02,N,0
39.79181,-122.62635,314,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.71,1.33,N,0
39.79113,-122.62195,309.66,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,296.02,1.33,N,0
39.79047,-122.61752,309.52,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,295.46,1.54,N,0
39.7898,-122.61308,315.45,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,295.89,1.54,N,0
39.78577,-122.58636,309.76,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,291.87,1.07,N,0
39.7851,-122.58187,318.32,0.39,0.36,2020-08-20,1001,N,VIIRS,n,2,292.59,1.63,N,0
